    0.186776841600585861E+02    0.146387307218930535E+00    0.103219577049138711E+01   -0.599146350544150419E+01    1
    0.123777774885727734E+02    0.605000374911172401E+01    0.105727624239649631E+01   -0.599396350544151169E+01    1
    0.185062385875766147E+02    0.124752766483184150E+02    0.108110527181355320E+01   -0.599646350544151474E+01    1
    0.586857569179061578E+01    0.121662877520906356E+02    0.122207598447685650E+01   -0.599896350544151957E+01    1
    0.253885467563653506E+02    0.183019375135025477E+02    0.124687524764959456E+01   -0.600146350544151552E+01    1
    0.650125101257151083E+01    0.119877246735359648E+02    0.125968052710876677E+01   -0.600396350544151858E+01    1
    0.122336465861993045E+02    0.308079012677192416E+02    0.133211484359348775E+01   -0.600646350544151630E+01    1
    0.123883348417003365E+02    0.709085428002849838E+01    0.149729235598130739E+01   -0.600896350544152469E+01    1
    0.196048924057751783E+02    0.459422751887409997E+00    0.157344578013506786E+01   -0.601146350544151886E+01    1
    0.196948283960844535E+02    0.122297648208510541E+02    0.161692909644005978E+01   -0.601396350544150859E+01    1
    0.179236067684512896E+02    0.122707789580544961E+02    0.172355654883414044E+01   -0.601646350544151520E+01    1
    0.125114147040134895E+02    0.198177022795320461E+02    0.172511192602521457E+01   -0.601896350544151559E+01    1
    0.193340732658709555E+02    0.259915573754352067E+02    0.174149684712687436E+01   -0.602146350544152753E+01    1
    0.601900580237996241E+01    0.978229210716003328E+00    0.180155662379912518E+01   -0.602396350544153325E+01    1
    0.476086442111280039E+00    0.722718981860806053E+01    0.187904799272169742E+01   -0.602646350544152298E+01    1
    0.190154145981726685E+02    0.114154798068403296E+01    0.211312722107246653E+01   -0.602896350544150561E+01    1
    0.113831074193147348E+02    0.312252556451185654E+02    0.222768926494631092E+01   -0.603146350544150955E+01    1
    0.307826576214771919E+02    0.240360689272064754E+02    0.237664599053367587E+01   -0.603396350544152682E+01    1
    0.196906526427189945E+02    0.115194804085971274E+02    0.258694810994116198E+01   -0.603646350544153165E+01    1
    0.261079335619419268E+02    0.530099718266750397E+01    0.271322677791701938E+01   -0.603896350544152227E+01    1
    0.187794377196456317E+02    0.139221789345206517E+02    0.272036351585210445E+01   -0.604146350544151556E+01    1
    0.308583567271059351E+02    0.263966297948416830E+02    0.275036828097273656E+01   -0.604396350544152039E+01    1
    0.180305603581261700E+02    0.113972057363948025E+02    0.287307629645785889E+01   -0.604646350544152966E+01    1
    0.666390690509946282E+01    0.111851224062728196E+02    0.296816734818896277E+01   -0.604896350544152206E+01    1
    0.754648140318416516E+01    0.132848447463077992E+02    0.298475956099446060E+01   -0.605146350544152156E+01    1
    0.309910164792028056E+02    0.111770049664345823E+02    0.303977179397547426E+01   -0.605396350544152995E+01    1
    0.119737461987049496E+02    0.491086010354932778E+01    0.317622891894570047E+01   -0.605646350544151790E+01    1
    0.670622432676136171E+01    0.146665753194465909E+01    0.335103036164558210E+01   -0.605896350544151829E+01    1
    0.176575682107632197E+02    0.113562721182024440E+02    0.399727119650854545E+01   -0.606146350544153112E+01    1
    0.250618661481210374E+02    0.205025595371000620E+02    0.405278652752111768E+01   -0.606396350544153950E+01    1
    0.181047408377551875E+02    0.266580357005897710E+02    0.410787826038015336E+01   -0.606646350544153368E+01    1
    0.113280811016477330E+02    0.301988311249316155E+02    0.419016685912714593E+01   -0.606896350544153407E+01    1
    0.202184847209294318E+02    0.240644003838967961E+02    0.421145423711912414E+01   -0.607146350544153712E+01    1
    0.186668421815895229E+02    0.142748016446147776E+02    0.441682630692314415E+01   -0.607396350544151886E+01    1
    0.154528153746436403E+01    0.715778055851949002E+01    0.450587759118467357E+01   -0.607646350544150149E+01    1
    0.798177279470355483E+01    0.130123871381548000E+02    0.458191524681349094E+01   -0.607896350544150277E+01    1
    0.141135014675292449E+02    0.197573991578364065E+02    0.460190064999419146E+01   -0.608146350544151737E+01    1
    0.296350182839779848E+02    0.129038119330474110E+02    0.500260342827678883E+01   -0.608396350544153197E+01    1
    0.181588720836245687E+01    0.613681260573475917E+01    0.511980841735174241E+01   -0.608646350544153236E+01    1
    0.141627322889334213E+02    0.528556000296129191E+01    0.513389315156242620E+01   -0.608896350544152032E+01    1
    0.172016920404337412E+02    0.972607860221334497E+00    0.536705900485251419E+01   -0.609146350544151804E+01    1
    0.234793473768335623E+02    0.527779272719450709E+01    0.550391778346613059E+01   -0.609396350544151844E+01    1
    0.142996838915745244E+02    0.196794380297567777E+02    0.552499210557959586E+01   -0.609646350544151083E+01    1
    0.144330701873062850E+02    0.604216906207984739E+01    0.555671584685801712E+01   -0.609896350544150234E+01    1
    0.196248480127777363E+02    0.175963438017779805E+01    0.557296740921065137E+01   -0.610146350544149918E+01    1
    0.697332461187463792E+01    0.233356022166992325E+02    0.565216196679781913E+01   -0.610396350544150579E+01    1
    0.249475216622428029E+02    0.439447108758836258E+01    0.569766933169210255E+01   -0.610646350544152394E+01    1
    0.794032984695271793E+01    0.136349039557932645E+02    0.573839382563178813E+01   -0.610896350544153233E+01    1
    0.438900515751043496E+01    0.122428238809276095E+02    0.584664370943424494E+01   -0.611146350544151318E+01    1
    0.109010007767236550E+01    0.459410393155476360E+01    0.602477283409013786E+01   -0.611396350544150202E+01    1
    0.823782512248220478E+01    0.250002241637992526E+02    0.623443907311471168E+01   -0.611646350544151840E+01    1
    0.775500129893194501E+01    0.266299383107921344E+02    0.656480127008820791E+01   -0.611896350544151613E+01    1
    0.143879795410998801E+01    0.783557274099876988E+01    0.670776042763764568E+01   -0.612146350544151030E+01    1
    0.306463277005030541E+02    0.232182729098055098E+02    0.677869030187008370E+01   -0.612396350544150803E+01    1
    0.131384536940185850E+02    0.168819267044668457E+02    0.683276665407911210E+01   -0.612646350544151108E+01    1
    0.138285390697015629E+02    0.454181338772943821E+01    0.709597781730275745E+01   -0.612896350544151858E+01    1
    0.238558280571650556E+02    0.296600428436084798E+02    0.727240466198662006E+01   -0.613146350544150476E+01    1
    0.421449986260731180E+01    0.123815543919531024E+02    0.737086986297007396E+01   -0.613396350544150160E+01    1
    0.170244584618295072E+02    0.137782315405910456E+02    0.752247308710371421E+01   -0.613646350544149932E+01    1
    0.856604308207765786E+00    0.826140033991321054E+01    0.759865004446921688E+01   -0.613896350544150327E+01    1
    0.129529809607919191E+02    0.293385004717923401E+02    0.764755074966813275E+01   -0.614146350544151343E+01    1
    0.195529744964430030E+01    0.532788116969347314E+01    0.768501828633955952E+01   -0.614396350544152714E+01    1
    0.106221671864139786E+02    0.528096292918900279E+01    0.773980171515573812E+01   -0.614646350544152309E+01    1
    0.834495098539010272E+01    0.562835377609788412E+00    0.775096151034842329E+01   -0.614896350544151282E+01    1
    0.239786757251206666E+02    0.169679341160493351E+02    0.775344259229656885E+01   -0.615146350544152742E+01    1
    0.682028605983323466E+01    0.146392681394786521E+02    0.782365634968733481E+01   -0.615396350544151360E+01    1
    0.199594962580489685E+02    0.231965664824456823E+02    0.806582667544751075E+01   -0.615646350544150067E+01    1
    0.271826432732866152E+02    0.305791973156816432E+02    0.826513676308349332E+01   -0.615896350544150195E+01    1
    0.495204651398578388E+01    0.144363096731010145E+02    0.846397602700302976E+01   -0.616146350544151922E+01    1
    0.838699314438620647E+01    0.258247163668660846E+02    0.847959289455733156E+01   -0.616396350544152849E+01    1
    0.120166759393581080E+01    0.208083819764036306E+02    0.866536114248564893E+01   -0.616646350544150668E+01    1
    0.106193883442640491E+02    0.301800645777438845E+02    0.870641315851612063E+01   -0.616896350544149996E+01    1
    0.248463879117875841E+02    0.166529306369471790E+02    0.893384475589114579E+01   -0.617146350544152167E+01    1
    0.137285662910340500E+01    0.207531646601521977E+02    0.898116968220005063E+01   -0.617396350544153449E+01    1
    0.137697489564002229E+02    0.828341199050109722E+01    0.908202114414962303E+01   -0.617646350544151179E+01    1
    0.842546625140268368E+01    0.259193393126344418E+02    0.916392007417884891E+01   -0.617896350544150152E+01    1
    0.291926187490616051E+02    0.250052294502323775E+02    0.917166598314561909E+01   -0.618146350544150103E+01    1
    0.210690313779545697E+02    0.248563479262050215E+02    0.921958460006264957E+01   -0.618396350544151829E+01    1
    0.238199577739952095E+00    0.291900477583123781E+02    0.927171156839728461E+01   -0.618646350544152934E+01    1
    0.177860784249866128E+02    0.104393066397096508E+02    0.988673048274610444E+01   -0.618896350544151730E+01    1
    0.425061544788068790E+01    0.112497698094966534E+02    0.995609108899234130E+01   -0.619146350544153012E+01    1
    0.662832311980626177E+01    0.102800962118419896E+02    0.102075557068751550E+02   -0.619396350544153673E+01    1
    0.236683161331693377E+02    0.424954248524463019E+01    0.107760326017295114E+02   -0.619646350544151137E+01    1
    0.271552986426158469E+02    0.173649022033635667E+02    0.107796991401500382E+02   -0.619896350544150465E+01    1
    0.165722936561504035E+02    0.243310774760681028E+02    0.109648497345192943E+02   -0.620146350544151748E+01    1
    0.411471620998908616E+01    0.263631526115826240E+02    0.110938325296368259E+02   -0.620396350544150987E+01    1
    0.266124169994734743E+02    0.422334197354529461E+01    0.111479539688689826E+02   -0.620646350544149783E+01    1
    0.142353360939733253E+02    0.823775771121711209E+01    0.113105185471143344E+02   -0.620896350544150710E+01    1
    0.398178494029670160E+01    0.133736328725753584E+02    0.113283861897651867E+02   -0.621146350544150838E+01    1
    0.237708336870940968E+02    0.413612677679656215E+01    0.114839430949096073E+02   -0.621396350544150700E+01    1
    0.133104947326755436E+02    0.860659095803087482E+01    0.114865492645856566E+02   -0.621646350544150472E+01    1
